4673699,4303376,104937,Russia,Moscow,
24005,22560,327,Rwanda,Kigali,2021/04/21 17:21:00+00
44,44,0,Saint Kitts and Nevis,Basseterre,2021/04/21 17:21:00+00
4419,4265,69,Saint Lucia,Castries,2021/04/21 17:21:00+00
1819,1686,10,Saint Vincent and the Grenadines,Kingstown,2021/04/21 17:21:00+00
3,2,0,Samoa,Apia,2021/04/21 17:21:00+00
5044,4794,88,San Marino,San Marino,2021/04/21 17:21:00+00
2283,2219,35,Sao Tome and Principe,S,2021/04/21 17:21:00+00
408038,391362,6858,Saudi Arabia,Riyadh,2021/04/21 17:21:00+00
39910,38668,1096,Senegal,Dakar,2021/04/21 17:21:00+00
670801,0,6095,Serbia,,2021/04/21 17:21:00+00
5016,4551,25,Seychelles,Victoria,2021/04/21 17:21:00+00
4041,2857,79,Sierra Leone,Freetown,2021/04/21 17:21:00+00
60880,60576,30,Singapore,Singapore,2021/04/21 17:21:00+00
377473,255300,11304,Slovakia,Bratislava,2021/04/21 17:21:00+00
234067,217715,4176,Slovenia,Ljubljana,2021/04/21 17:21:00+00
20,18,0,Solomon Islands,Honiara,2021/04/21 17:21:00+00
13324,5518,678,Somalia,Mogadishu,2021/04/21 17:21:00+00
1568366,1494630,53887,South Africa,Pretoria,2021/04/21 17:21:00+00
10486,10250,114,South Sudan,Juba,2021/04/21 17:21:00+00
3435840,150376,77216,Spain,Madrid,
97472,93668,625,Sri Lanka,,2021/04/21 17:21:00+00
33157,26248,2287,Sudan,Khartum,2021/04/21 17:21:00+00
9687,8900,188,Suriname,Paramaribo,2021/04/21 17:21:00+00
924340,0,13863,Sweden,Stockholm,
642131,317600,10546,Switzerland,Bern,2021/04/21 17:21:00+00
21433,15088,1468,Syria,Damascus,2021/04/21 17:21:00+00
1082,1038,11,Taiwan*,,2021/04/21 17:21:00+00
13308,13218,90,Tajikistan,Dushanbe,2021/04/21 17:21:00+00
509,183,21,Tanzania,Dodoma,2021/04/21 17:21:00+00
46643,26873,110,Thailand,Bangkok,2021/04/21 17:21:00+00
1509,760,2,Timor-Leste,,2021/04/21 17:21:00+00
12610,10350,121,Togo,Lom,2021/04/21 17:21:00+00
9135,7996,157,Trinidad and Tobago,Port-of-Spain,2021/04/21 17:21:00+00
289230,239104,9918,Tunisia,Tunis,2021/04/21 17:21:00+00
4446591,3844342,36975,Turkey,Ankara,2021/04/21 17:21:00+00
41422,40898,341,Uganda,Kampala,2021/04/21 17:21:00+00
2027544,1563969,42565,Ukraine,Kyiv,
502791,485078,1561,United Arab Emirates,Abu Dhabi,2021/04/21 17:21:00+00
4411057,14077,127577,United Kingdom,London,
169327,139590,2022,Uruguay,Montevideo,2021/04/21 17:21:00+00
87551,84717,640,Uzbekistan,Toskent,2021/04/21 17:21:00+00
3,1,0,Vanuatu,Port-Vila,2021/04/21 17:21:00+00
185736,168418,1944,Venezuela,Caracas,2021/04/21 17:21:00+00
2800,2490,35,Vietnam,Hanoi,2021/04/21 17:21:00+00
286028,254199,3096,West Bank and Gaza,,2021/04/21 17:21:00+00
5918,2281,1138,Yemen,Sanaa,2021/04/21 17:21:00+00
91119,88956,1238,Zambia,Lusaka,2021/04/21 17:21:00+00
37875,35058,1554,Zimbabwe,Harare,2021/04/21 17:21:00+00
31811188,0,568733,US,Washington,
143257146,82132463,3049180,Global,,
