29812,26206,763,Congo (Kinshasa),,2021/04/30 12:20:56+00
29801,23281,910,Australia,Canberra,
29370,24703,73,Maldives,Male,2021/04/30 12:20:56+00
26431,23606,594,Angola,Luanda,2021/04/30 12:20:56+00
24995,23206,333,Rwanda,Kigali,2021/04/30 12:20:56+00
23554,20257,213,Cabo Verde,,2021/04/30 12:20:56+00
22818,19390,138,Gabon,Libreville,2021/04/30 12:20:56+00
22631,16661,1583,Syria,Damascus,2021/04/30 12:20:56+00
22215,19670,144,Guinea,Conakry,2021/04/30 12:20:56+00
18458,17743,671,Eswatini,,2021/04/30 12:20:56+00
18377,17669,455,Mauritania,Nouakchott,2021/04/30 12:20:56+00
13915,5847,713,Somalia,Mogadishu,2021/04/30 12:20:56+00
13815,8467,481,Mali,Bamako,2021/04/30 12:20:56+00
13402,5152,93,Cambodia,Phnom Penh,2021/04/30 12:20:56+00
13309,13031,157,Burkina Faso,Ouagadougou,2021/04/30 12:20:56+00
13308,13218,90,Tajikistan,Dushanbe,2021/04/30 12:20:56+00
13232,12684,125,Andorra,Andorra la Vella,2021/04/30 12:20:56+00
13106,11110,295,Guyana,Georgetown,2021/04/30 12:20:56+00
13056,12143,254,Haiti,Port-au-Prince,2021/04/30 12:20:56+00
12931,11045,123,Togo,Lom,2021/04/30 12:20:56+00
12646,12208,323,Belize,Belmopan,2021/04/30 12:20:56+00
11026,10646,143,Djibouti,Djibouti,2021/04/30 12:20:56+00
10997,8943,107,Papua New Guinea,Port Moresby,2021/04/30 12:20:56+00
10731,6267,316,Lesotho,Maseru,2021/04/30 12:20:56+00
10678,8208,144,Congo (Brazzaville),,2021/04/30 12:20:56+00
10567,10312,114,South Sudan,Juba,2021/04/30 12:20:56+00
10498,8420,165,Trinidad and Tobago,Port-of-Spain,2021/04/30 12:20:56+00
10349,9421,198,Bahamas,Nassau,2021/04/30 12:20:56+00
10286,9289,201,Suriname,Paramaribo,2021/04/30 12:20:56+00
7821,7580,99,Benin,Porto-Novo,2021/04/30 12:20:56+00
7694,7279,112,Equatorial Guinea,Malabo,2021/04/30 12:20:56+00
6898,4225,182,Nicaragua,Managua,2021/04/30 12:20:56+00
6472,6253,29,Iceland,Reykjav,2021/04/30 12:20:56+00
6411,5112,88,Central African Republic,Bangui,2021/04/30 12:20:56+00
6294,2731,1222,Yemen,Sanaa,2021/04/30 12:20:56+00
5887,5341,174,Gambia,Banjul,2021/04/30 12:20:56+00
5559,4675,26,Seychelles,Victoria,2021/04/30 12:20:56+00
5226,4851,191,Niger,Niamey,2021/04/30 12:20:56+00
5060,4909,90,San Marino,San Marino,2021/04/30 12:20:56+00
4810,4416,170,Chad,N'Djam,2021/04/30 12:20:56+00
4534,4357,74,Saint Lucia,Castries,2021/04/30 12:20:56+00
4053,3075,79,Sierra Leone,Freetown,2021/04/30 12:20:56+00
3985,773,6,Burundi,Bujumbura,2021/04/30 12:20:56+00
3855,3768,44,Barbados,Bridgetown,2021/04/30 12:20:56+00
3834,3674,146,Comoros,Moroni,2021/04/30 12:20:56+00
3733,3300,67,Guinea-Bissau,Bissau,2021/04/30 12:20:56+00
3671,3492,10,Eritrea,Asmara,2021/04/30 12:20:56+00
2926,2792,57,Liechtenstein,Vaduz,2021/04/30 12:20:56+00
2913,2516,35,Vietnam,Hanoi,2021/04/30 12:20:56+00
2613,2564,26,New Zealand,Wellington,2021/04/30 12:20:56+00
2452,2358,32,Monaco,Monaco-Ville,2021/04/30 12:20:56+00
2301,2239,35,Sao Tome and Principe,S,2021/04/30 12:20:56+00
2190,1067,3,Timor-Leste,,2021/04/30 12:20:56+00
2099,1949,85,Liberia,Monrovia,2021/04/30 12:20:56+00
1855,1712,11,Saint Vincent and the Grenadines,Kingstown,2021/04/30 12:20:56+00
1232,1014,32,Antigua and Barbuda,Saint John's,2021/04/30 12:20:56+00
1209,1084,17,Mauritius,Port-Louis,2021/04/30 12:20:56+00
1128,1053,12,Taiwan*,,2021/04/30 12:20:56+00
1066,961,1,Bhutan,Thimphu,2021/04/30 12:20:56+00
712,699,13,Diamond Princess,,2021/04/30 12:20:56+00
672,50,0,Laos,Vientiane,2021/04/30 12:20:56+00
509,183,21,Tanzania,Dodoma,2021/04/30 12:20:56+00
224,215,3,Brunei,Bandar Seri Begawan,2021/04/30 12:20:56+00
174,172,0,Dominica,Roseau,2021/04/30 12:20:56+00
160,158,1,Grenada,Saint George's,2021/04/30 12:20:56+00
116,65,2,Fiji,Suva,2021/04/30 12:20:56+00
44,44,0,Saint Kitts and Nevis,Basseterre,2021/04/30 12:20:56+00
27,15,0,Holy See,Citt,2021/04/30 12:20:56+00
20,20,0,Solomon Islands,Honiara,2021/04/30 12:20:56+00
9,7,2,MS Zaandam,,2021/04/30 12:20:56+00
4,3,1,Vanuatu,Port-Vila,2021/04/30 12:20:56+00
4,4,0,Marshall Islands,Dalap-Uliga-Darrit,2021/04/30 12:20:56+00
3,2,0,Samoa,Apia,2021/04/30 12:20:56+00
1,1,0,Micronesia,,2021/04/30 12:20:56+00
